Pseudomonas syringae pv. tomato str. DC3000 chromosome, complete genome - 1..6397126
5481 proteins
Location	Strand	Length	PID	Gene	Synonym	Code	COG	Product
1538375..1539367	-	330	28868609	hrpQ	PSPTO_1401	-	-	type III secretion protein HrpQ
1539401..1541488	-	695	28868610	hrcV	PSPTO_1402	-	COG4789U	type III secretion protein HrcV
1541488..1542594	-	368	28868611	hrpJ	PSPTO_1403	-	COG5114	type III secretion protein HrpJ
1542838..1543392	+	184	28868612	hrpL	PSPTO_1404	-	COG1595K	RNA polymerase sigma factor HrpL
1543479..1545821	+	780	28868613	hrpK1	PSPTO_1405	-	-	type III helper protein HrpK1
1545896..1547296	+	466	28868614	hopB1	PSPTO_1406	-	-	type III effector HopB1
1547542..1548381	-	279	281494528	-	PSPTO_1407	-	COG3039L	ISPssy transposase or derivative
1548470..1548718	+	82	281494529	-	PSPTO_5622	-	-	hypothetical protein
1548919..1549104	+	61	28868615	-	PSPTO_1408	-	-	hypothetical protein
1549288..1550133	+	281	28868616	-	PSPTO_1409	-	-	hypothetical protein
1550627..1551043	+	138	28868617	-	PSPTO_1410	-	-	exchangeable effector locus protein
1551198..1551773	-	191	28868618	-	PSPTO_1411	-	-	hypothetical protein
1551979..1553043	+	354	28868619	queA	PSPTO_1412	-	COG0809J	S-adenosylmethionine--tRNA ribosyltransferase-isomerase
1553058..1554173	+	371	28868620	tgt	PSPTO_1413	-	COG0343J	queuine tRNA-ribosyltransferase
1554227..1554562	+	111	28868621	yajC	PSPTO_1414	-	COG1862U	preprotein translocase subunit YajC
1554625..1556493	+	622	28868622	secD	PSPTO_1415	-	COG0342U	protein-export membrane protein SecD
1556503..1557414	+	303	28868623	secF	PSPTO_1416	-	COG0341U	protein-export membrane protein SecF
1557523..1558062	+	179	28868624	-	PSPTO_1417	-	COG3134S	hypothetical protein
1558205..1559665	-	486	28868625	-	PSPTO_1418	-	COG3666L	ISPsy6, transposase
1559737..1560552	-	271	28868626	suhB	PSPTO_1419	-	COG0483G	inositol-1-monophosphatase
1560768..1561541	+	257	28868627	-	PSPTO_1420	-	COG0565J	RNA methyltransferase, TrmH family, group 1
1561541..1562317	+	258	28868628	cysE	PSPTO_1421	-	COG1045E	serine O-acetyltransferase
1562477..1562968	+	163	28868629	-	PSPTO_1422	-	COG1959K	rrf2 family protein
1563013..1564227	+	404	28868630	iscS-2	PSPTO_1423	-	COG1104E	cysteine desulfurase
1564310..1564696	+	128	28868631	iscU	PSPTO_1424	-	COG0822C	iron-binding protein IscU
1564739..1565062	+	107	28868632	iscA	PSPTO_1425	-	COG0316S	iron-binding protein IscA
1565074..1565595	+	173	28868633	hscB	PSPTO_1426	-	COG1076O	co-chaperone Hsc20
1565640..1567502	+	620	28868634	hscA	PSPTO_1427	-	COG0443O	chaperone protein HscA
1567506..1567847	+	113	28868635	-	PSPTO_1428	-	COG0633C	ferredoxin, 2Fe-2S
1567856..1568062	+	68	28868636	-	PSPTO_1429	-	COG2975S	hypothetical protein
1568159..1568584	+	141	28868637	ndk	PSPTO_1430	-	COG0105F	nucleoside diphosphate kinase
1568618..1569766	+	382	28868638	-	PSPTO_1431	-	COG0820R	radical SAM enzyme, Cfr family
1569793..1570551	+	252	28868639	pilF	PSPTO_1432	-	COG3063NU	type IV pilus biogenesis protein PilF
1570551..1571546	+	331	28868640	-	PSPTO_1433	-	COG1426S	hypothetical protein
1571550..1572659	+	369	28868641	ispG	PSPTO_1434	-	COG0821I	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase
1572682..1573971	+	429	28868642	hisS	PSPTO_1435	-	COG0124J	histidyl-tRNA synthetase
1574010..1574651	+	213	28868643	-	PSPTO_1436	-	COG2976S	hypothetical protein
1574644..1575798	+	384	28868644	-	PSPTO_1437	-	COG1520S	PQQ enzyme repeat domain-containing protein
1575936..1577405	+	489	28868645	engA	PSPTO_1438	-	COG1160R	GTP-binding protein EngA
1577530..1578990	-	486	28868646	-	PSPTO_1439	-	COG3666L	ISPsy6, transposase
1579125..1580273	+	382	28868647	-	PSPTO_1440	-	COG0436E	class I and II aminotransferase
1580261..1581052	+	263	28868648	-	PSPTO_1441	-	COG0388R	hydrolase
1581112..1581555	+	147	300781807	-	PSPTO_5635	-	-	hypothetical protein
1581671..1582540	-	289	28868650	-	PSPTO_1443	-	COG2513G	carboxyphosphonoenolpyruvate phosphonomutase
1582912..1584669	-	585	162533076	leuA	PSPTO_1444	-	COG0119E	2-isopropylmalate synthase
1584963..1585787	-	274	28868652	-	PSPTO_1445	-	COG0739M	peptidase, M23/M37 family
1585794..1587185	-	463	28868653	xseA	PSPTO_1446	-	COG1570L	exodeoxyribonuclease VII large subunit
1587200..1587388	+	62	28868654	-	PSPTO_1447	-	-	hypothetical protein
1587464..1588012	+	182	28868655	-	PSPTO_1448	-	-	hypothetical protein
1588107..1589576	+	489	28868656	guaB	PSPTO_1449	-	COG0516F	inosine 5'-monophosphate dehydrogenase
1589700..1591277	+	525	28868657	guaA	PSPTO_1450	-	COG0519F	GMP synthase
1592228..1593409	-	393	28868658	-	PSPTO_1451	-	COG1649S	hypothetical protein
1593498..1593614	-	38	28868659	-	PSPTO_1452	-	-	hypothetical protein
1593629..1594924	-	431	28868660	lsc-1	PSPTO_1453	-	-	levansucrase
1595545..1596534	-	329	28868661	-	PSPTO_1454	-	COG2355E	hypothetical protein
1598062..1600338	+	758	28868662	-	PSPTO_1455	-	COG1112L	hypothetical protein
1600668..1602041	+	457	28868663	cumA	PSPTO_1456	-	COG2132Q	multicopper oxidase
1602041..1602550	+	169	28868664	-	PSPTO_1457	-	COG0590FJ	cytidine/deoxycytidylate deaminase family protein
1602547..1603917	-	456	28868665	-	PSPTO_1458	-	COG4623M	periplasmic binding domain/transglycosylase SLT domain fusion protein
1604253..1608149	+	1298	28868666	purL	PSPTO_1459	-	COG0046F	phosphoribosylformylglycinamidine synthase
1608155..1608466	+	103	28868667	-	PSPTO_1460	-	COG3323S	hypothetical protein
1608605..1609231	-	208	28868668	-	PSPTO_1461	-	COG3034S	hypothetical protein
1609228..1609779	-	183	28868669	-	PSPTO_1462	-	COG1051F	mutT/nudix family protein
1609794..1609940	+	48	28868670	-	PSPTO_1463	-	-	hypothetical protein
1609930..1610526	+	198	28868671	-	PSPTO_1464	-	COG0494LR	mutT/nudix family protein
1610585..1611109	+	174	28868672	-	PSPTO_1465	-	COG0663R	transferase, hexapeptide repeat protein
1611109..1611327	+	72	28868673	-	PSPTO_1466	-	COG3313R	hypothetical protein
1611959..1612426	+	155	28868674	-	PSPTO_1467	-	-	hypothetical protein
1612530..1613711	+	393	28868675	purT	PSPTO_1468	-	COG0027F	phosphoribosylglycinamide formyltransferase 2
1613824..1615140	-	438	28868676	-	PSPTO_1469	-	COG2814G	major facilitator family transporter
1615271..1616518	-	415	28868677	-	PSPTO_1470	-	COG4536P	hypothetical protein
1616531..1617343	-	270	28868678	-	PSPTO_1471	-	COG4137R	membrane protein
1617559..1618935	+	458	28868679	ffh	PSPTO_1472	-	COG0541U	signal recognition particle protein Ffh
1619184..1619441	+	85	28868680	rpsP	PSPTO_1473	-	COG0228J	30S ribosomal protein S16
1619447..1619986	+	179	28868681	rimM	PSPTO_1474	-	COG0806J	16S rRNA-processing protein RimM
1619992..1620744	+	250	28868682	trmD	PSPTO_1475	-	COG0336J	tRNA (guanine-N1)-methyltransferase
1620789..1621139	+	116	28868683	rplS	PSPTO_1476	-	COG0335J	50S ribosomal protein L19
1621273..1622733	-	486	28868684	-	PSPTO_1477	-	COG3666L	ISPsy6, transposase
1622850..1623746	+	298	28868685	xerD	PSPTO_1478	-	COG4974L	integrase/recombinase XerD
1623892..1624632	+	246	28868686	dsbC	PSPTO_1479	-	COG1651O	thiol:disulfide interchange protein DsbC
1624779..1626083	+	434	28868687	hom	PSPTO_1480	-	COG0460E	homoserine dehydrogenase
1626188..1627597	+	469	28868688	thrC	PSPTO_1481	-	COG0498E	threonine synthase
1627718..1631359	+	1213	28868689	-	PSPTO_1482	-	COG0642T	sensory box histidine kinase/response regulator
1631483..1632772	+	429	28868690	-	PSPTO_1483	-	COG2200T	response regulator/EAL domain protein
1632745..1633371	-	208	28868691	-	PSPTO_1484	-	COG2197TK	LuxR family DNA-binding response regulator
1633695..1633991	+	98	28868692	-	PSPTO_1485	-	-	hypothetical protein
1634164..1634937	-	257	28868693	-	PSPTO_1486	-	COG0834ET	hypothetical protein
1635337..1635879	+	180	28868694	-	PSPTO_1487	-	COG4681S	hypothetical protein
1635953..1637662	+	569	28868695	recJ	PSPTO_1488	-	COG0608L	single-stranded-DNA-specific exonuclease RecJ
1637777..1638883	+	368	28868696	-	PSPTO_1489	-	COG1902C	xenobiotic reductase
1638947..1641034	-	695	28868697	-	PSPTO_1490	-	COG4191T	sensory box histidine kinase/response regulator
1641328..1642074	+	248	28868698	-	PSPTO_1491	-	COG2979S	hypothetical protein
1642132..1648086	-	1984	28868699	-	PSPTO_1492	-	COG4886S	hypothetical protein
1648356..1649978	+	540	28868700	-	PSPTO_1493	-	COG0840NT	methyl-accepting chemotaxis protein
1649986..1650522	+	178	28868701	-	PSPTO_1494	-	COG0835NT	chemotaxis protein CheW
1650519..1651799	+	426	28868702	-	PSPTO_1495	-	COG1352NT	chemotaxis protein methyltransferase CheR
1651799..1652488	+	229	28868703	-	PSPTO_1496	-	COG0835NT	chemotaxis protein CheW
1652485..1654866	+	793	28868704	-	PSPTO_1497	-	COG0643NT	sensor histidine kinase/response regulator
1654863..1655873	+	336	28868705	-	PSPTO_1498	-	COG2201NT	protein-glutamate methylesterase CheB
1655919..1656923	+	334	28868706	-	PSPTO_1499	-	COG3706T	response regulator/GGDEF domain-containing protein
1657245..1658126	+	293	300781808	prfB	PSPTO_1500	-	COG1186J	hypothetical protein
1658196..1659698	+	500	28868707	lysS	PSPTO_1501	-	COG1190J	lysyl-tRNA synthetase
1659777..1660502	+	241	28868708	-	PSPTO_1502	-	COG3226S	TetR family transcriptional regulator
1660644..1661921	+	425	28868709	-	PSPTO_1503	-	COG3930S	hypothetical protein
1662172..1663068	+	298	28868710	-	PSPTO_1504	-	COG1073R	lipoprotein
1663065..1663385	+	106	28868711	-	PSPTO_1505	-	-	lipoprotein
1663462..1664244	-	260	28868712	-	PSPTO_1506	-	COG2885M	ompA family protein
1664303..1664716	-	137	28868713	-	PSPTO_1507	-	-	hypothetical protein
1665095..1667731	+	878	28868714	ppc	PSPTO_1508	-	COG2352C	phosphoenolpyruvate carboxylase
1668011..1668658	+	215	28868715	adk	PSPTO_1509	-	COG0563F	adenylate kinase
1668746..1669420	+	224	28868716	-	PSPTO_1510	-	COG1214O	hypothetical protein
1669644..1669955	+	103	28868717	-	PSPTO_1511	-	-	hypothetical protein
1669952..1670821	+	289	28868718	-	PSPTO_1512	-	COG1801S	hypothetical protein
1670963..1671652	+	229	28868719	-	PSPTO_1513	-	COG3921S	hypothetical protein
1671744..1672397	-	217	28868720	-	PSPTO_1514	-	-	hypothetical protein
1672410..1673273	+	287	28868721	-	PSPTO_1515	-	-	hypothetical protein
1673275..1673403	-	42	28868722	-	PSPTO_1516	-	-	hypothetical protein
1673427..1673654	+	75	28868723	-	PSPTO_1517	-	COG0841V	hypothetical protein
1673702..1674391	-	229	28868724	-	PSPTO_1518	-	-	hypothetical protein
1674599..1674949	-	116	28868725	-	PSPTO_1519	-	COG3126S	hypothetical protein
1675061..1677562	-	833	28868726	plsB	PSPTO_1520	-	COG2937I	glycerol-3-phosphate acyltransferase
1677754..1678131	-	125	28868727	-	PSPTO_1521	-	-	hypothetical protein
1678151..1678960	-	269	28868728	-	PSPTO_1522	-	COG2226H	rRNA large subunit methyltransferase A
1678960..1680111	-	383	28868729	dapE	PSPTO_1523	-	COG0624E	succinyl-diaminopimelate desuccinylase
1680211..1682739	-	842	28868730	-	PSPTO_1524	-	COG5309G	glycosyl transferase family protein
1682938..1683768	+	276	28868731	-	PSPTO_1525	-	COG1179H	ThiF family protein
1683759..1684166	-	135	28868732	sufE	PSPTO_1526	-	COG2166R	sufE protein
1684163..1685368	-	401	28868733	csdA	PSPTO_1527	-	COG0520E	cysteine sulfinate desulfinase
1685429..1686463	-	344	28868734	-	PSPTO_1528	-	COG2171E	tetrahydrodipicolinate succinylase
1686511..1686858	-	115	28868735	-	PSPTO_1529	-	COG1393P	arsC family protein
1687418..1688266	-	282	28868736	-	PSPTO_1530	-	-	hypothetical protein
1688403..1689596	-	397	28868737	-	PSPTO_1531	-	COG0436E	class I and II aminotransferase
1689699..1692395	-	898	28868738	glnD	PSPTO_1532	-	COG2844O	[protein-pII] uridylyltransferase
1692462..1693244	-	260	28868739	map-1	PSPTO_1533	-	COG0024J	methionine aminopeptidase
1693557..1694300	+	247	28868740	rpsB	PSPTO_1534	-	COG0052J	30S ribosomal protein S2
1694491..1695354	+	287	28868741	tsf	PSPTO_1535	-	COG0264J	translation elongation factor Ts
1695560..1696303	+	247	28868742	pyrH	PSPTO_1536	-	COG0528F	uridylate kinase
1696300..1696857	+	185	28868743	frr	PSPTO_1537	-	COG0233J	ribosome recycling factor
1696874..1697629	+	251	28868744	uppS	PSPTO_1538	-	COG0020I	undecaprenyl diphosphate synthase
1697629..1698444	+	271	28868745	cdsA-1	PSPTO_1539	-	COG0575I	phosphatidate cytidylyltransferase
1698441..1699631	+	396	28868746	dxr	PSPTO_1540	-	COG0743I	1-deoxy-D-xylulose 5-phosphate reductoisomerase
1699749..1701101	+	450	28868747	-	PSPTO_1541	-	COG0750M	membrane-associated zinc metalloprotease
1701189..1703576	+	795	28868748	-	PSPTO_1542	-	COG4775M	outer membrane protein
1703622..1704125	+	167	28868749	-	PSPTO_1543	-	COG2825M	outer membrane protein OmpH
1704128..1705183	+	351	28868750	lpxD	PSPTO_1544	-	COG1044M	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase
1705293..1705733	+	146	28868751	fabZ	PSPTO_1545	-	COG0764I	(3R)-hydroxymyristoyl-ACP dehydratase
1705730..1706506	+	258	28868752	lpxA	PSPTO_1546	-	COG1043M	UDP-N-acetylglucosamine acyltransferase
1706509..1707651	+	380	28868753	lpxB	PSPTO_1547	-	COG0763M	lipid A disaccharide synthase
1707663..1708316	+	217	28868754	rnhB	PSPTO_1548	-	COG0164L	ribonuclease HII
1708384..1711905	+	1173	28868755	dnaE	PSPTO_1549	-	COG0587L	DNA polymerase III subunit alpha
1712034..1712981	+	315	28868756	accA	PSPTO_1550	-	COG0825I	acetyl-CoA carboxylase carboxyltransferase subunit alpha
1713103..1714470	+	455	28868757	-	PSPTO_1551	-	COG0037D	cell cycle protein mesJ
1714734..1716365	+	543	28868758	pyrG	PSPTO_1552	-	COG0504F	CTP synthase
1716380..1717225	+	281	28868759	kdsA	PSPTO_1553	-	COG2877M	2-dehydro-3-deoxyphosphooctonate aldolase
1717364..1718650	+	428	28868760	eno-1	PSPTO_1554	-	COG0148G	enolase
1718840..1719118	+	92	28868761	-	PSPTO_1555	-	COG2919D	hypothetical protein
1719132..1719842	+	236	28868762	ispD	PSPTO_1556	-	COG1211I	4-diphosphocytidyl-2C-methyl-D-erythritol synthase
1719849..1720745	-	298	28868763	-	PSPTO_1557	-	COG0583K	LysR family transcriptional regulator
1720850..1721962	+	370	28868764	adhC	PSPTO_1558	-	COG1062C	alcohol dehydrogenase, class III
1722062..1722907	+	281	28868765	-	PSPTO_1559	-	COG0627R	esterase
1722961..1723434	+	157	28868766	ispF	PSPTO_1560	-	COG0245I	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
1723431..1724489	+	352	28868767	-	PSPTO_1561	-	COG0585S	hypothetical protein
1724477..1725226	+	249	28868768	surE	PSPTO_1562	-	COG0496R	stationary-phase survival protein SurE
1725268..1725903	+	211	28868769	pcm	PSPTO_1563	-	COG2518O	protein-L-isoaspartate O-methyltransferase
1726109..1726975	+	288	28868770	-	PSPTO_1564	-	COG0739M	lipoprotein NlpD
1727080..1728087	+	335	28868771	rpoS	PSPTO_1565	-	COG0568K	RNA polymerase sigma-38 factor
1728164..1728262	-	32	28868772	-	PSPTO_1566	-	-	hypothetical protein
1728650..1730110	+	486	28868773	-	PSPTO_1567	-	COG3666L	ISPsy6, transposase
1730311..1731165	-	284	28868774	hopAF1	PSPTO_1568	-	-	type III effector HopAF1
1731272..1731397	-	41	281494530	-	PSPTO_5620	-	-	hypothetical protein
1731720..1731875	+	51	28868776	-	PSPTO_1570	-	-	hypothetical protein
1731922..1733493	+	523	28868777	-	PSPTO_1571	-	-	hypothetical protein
1733797..1734111	+	104	28868778	-	PSPTO_1572	-	-	hypothetical protein
1734488..1734670	-	60	28868779	-	PSPTO_1573	-	-	hypothetical protein
1734733..1736043	-	436	28868780	-	PSPTO_1574	-	COG0668M	mechanosensitive ion channel family protein
1736307..1736618	+	103	28868781	-	PSPTO_1575	-	COG1359S	hypothetical protein
1736641..1736997	+	118	28868782	-	PSPTO_1576	-	COG0583K	hypothetical protein
1737114..1738226	+	370	28868783	-	PSPTO_1577	-	-	hypothetical protein
1738236..1739129	-	297	28868784	-	PSPTO_1578	-	COG0583K	LysR family transcriptional regulator
1739236..1740444	+	402	28868785	-	PSPTO_1579	-	COG2814G	major facilitator family transporter
1740493..1741521	+	342	28868786	-	PSPTO_1580	-	COG1073R	hypothetical protein
1741579..1742217	-	212	28868787	-	PSPTO_1581	-	COG4925S	hypothetical protein
1742565..1743326	+	253	28868788	-	PSPTO_1582	-	COG3967M	short-chain dehydrogenase/reductase family oxidoreductase
1743431..1744135	-	234	28868789	-	PSPTO_1583	-	COG2378K	hypothetical protein
1744138..1745070	-	310	28868790	-	PSPTO_1584	-	COG0604CR	alcohol dehydrogenase
1745195..1745941	-	248	28868791	-	PSPTO_1585	-	COG0834ET	hypothetical protein
1745971..1746342	-	123	28868792	-	PSPTO_1586	-	-	hypothetical protein
1746321..1747682	+	453	28868793	srmB	PSPTO_1587	-	COG0513LKJ	ATP-dependent RNA helicase SrmB
1747822..1748181	+	119	28868794	-	PSPTO_1588	-	-	hypothetical protein
1748298..1749161	-	287	28868795	-	PSPTO_1589	-	-	lipoprotein
1749231..1749959	-	242	28868796	-	PSPTO_1590	-	-	hypothetical protein
1749986..1750108	+	40	28868797	-	PSPTO_1591	-	-	hypothetical protein
1750102..1750671	-	189	28868798	-	PSPTO_1592	-	-	hypothetical protein
1751280..1752116	+	278	28868799	-	PSPTO_1593	-	COG2996S	hypothetical protein
1752749..1753153	+	134	28868800	-	PSPTO_1594	-	COG4852S	hypothetical protein
1753172..1753849	+	225	28868801	-	PSPTO_1595	-	-	hypothetical protein
1753846..1754037	+	63	28868802	-	PSPTO_1596	-	COG3237S	hypothetical protein
1754264..1755235	+	323	28868803	-	PSPTO_1597	-	COG1295S	ribonuclease BN
1755282..1755821	+	179	28868804	def-2	PSPTO_1598	-	COG0242J	polypeptide deformylase
1755846..1756310	-	154	28868805	-	PSPTO_1599	-	-	GNAT family acetyltransferase
1756386..1757399	+	337	28868806	-	PSPTO_1600	-	COG2113E	ABC transporter periplasmic substrate-binding protein
1757534..1758034	+	166	28868807	-	PSPTO_1601	-	-	hypothetical protein
1758068..1758505	+	145	28868808	cdd	PSPTO_1602	-	COG0590FJ	cytosine deaminase
1758542..1758661	+	39	28868809	-	PSPTO_1603	-	-	hypothetical protein
1758790..1759611	+	273	28868810	-	PSPTO_1604	-	COG0596R	hydrolase
1759601..1760776	+	391	28868811	-	PSPTO_1605	-	COG0642T	sensory box histidine kinase
1760910..1762121	+	403	28868812	-	PSPTO_1606	-	COG0642T	sensor histidine kinase
1762336..1762656	+	106	28868813	-	PSPTO_1607	-	-	hypothetical protein
1762728..1763891	+	387	28868814	-	PSPTO_1608	-	COG2133G	hypothetical protein
1763976..1764284	-	102	28868815	-	PSPTO_1609	-	COG3212S	hypothetical protein
1764582..1766756	+	724	28868816	-	PSPTO_1610	-	COG4773P	TonB-dependent siderophore receptor
1766753..1766866	-	37	28868817	-	PSPTO_1611	-	-	hypothetical protein
1766931..1768247	+	438	28868818	-	PSPTO_1612	-	COG2814G	major facilitator family transporter
1768630..1769010	+	126	28868819	-	PSPTO_1613	-	COG2197TK	LuxR family transcriptional regulator
1769379..1769918	+	179	28868820	-	PSPTO_1614	-	-	hypothetical protein
1770750..1771622	+	290	28868821	-	PSPTO_1615	-	-	hypothetical protein
1771627..1772703	-	358	28868822	-	PSPTO_1616	-	COG2199T	diguanylate cyclase
1773000..1774217	-	405	28868823	-	PSPTO_1617	-	COG2814G	major facilitator family transporter
1774328..1775236	+	302	28868824	-	PSPTO_1618	-	COG0583K	LysR family transcriptional regulator
1775263..1775943	-	226	28868825	-	PSPTO_1619	-	-	hypothetical protein
1775996..1776808	-	270	28868826	-	PSPTO_1620	-	COG2853M	hypothetical protein
1776801..1778099	-	432	28868827	-	PSPTO_1621	-	-	hypothetical protein
1779033..1780019	+	328	28868828	-	PSPTO_1622	-	COG2113E	glycine betaine-binding protein
1780267..1780578	+	103	28868829	-	PSPTO_1623	-	COG3162S	hypothetical protein
1780575..1782233	+	552	28868830	-	PSPTO_1624	-	COG4147R	sodium:solute symporter family protein
1782364..1782522	-	52	28868831	-	PSPTO_1625	-	-	hypothetical protein
1782846..1783223	+	125	28868832	-	PSPTO_1626	-	-	hypothetical protein
1783328..1784143	+	271	28868833	-	PSPTO_1627	-	COG4221R	short chain dehydrogenase
1784377..1784709	+	110	28868834	-	PSPTO_1628	-	COG1742S	hypothetical protein
1784879..1785073	+	64	28868835	csrA-1	PSPTO_1629	-	COG1551T	carbon storage regulator
1785076..1785303	-	75	28868836	-	PSPTO_1630	-	COG3089S	hypothetical protein
1785376..1786572	-	398	28868837	-	PSPTO_1631	-	COG1363G	hypothetical protein
1786655..1788403	-	582	28868838	-	PSPTO_1632	-	COG1181M	GNAT family acetyltransferase
1788407..1790179	-	590	28868839	asnB	PSPTO_1633	-	COG0367E	asparagine synthetase
1790464..1790646	+	60	28868840	-	PSPTO_1634	-	COG1724N	hypothetical protein
1790682..1791086	+	134	28868841	-	PSPTO_1635	-	COG1598S	hypothetical protein
1791102..1792163	-	353	28868842	-	PSPTO_1636	-	COG5621R	hypothetical protein
1792171..1794648	-	825	28868843	-	PSPTO_1637	-	COG4591M	ABC transporter permease
1794648..1795316	-	222	28868844	-	PSPTO_1638	-	COG1136V	ABC transporter ATP-binding protein
1795541..1797523	-	660	28868845	-	PSPTO_1639	-	COG4121S	bifunctional tRNA (mnm(5)s(2)U34)-methyltransferase/FAD-dependent cmnm(5)s(2)U34 oxidoreductase
1797671..1799167	+	498	28868846	-	PSPTO_1640	-	COG2326S	hypothetical protein
1799219..1799500	-	93	28868847	-	PSPTO_1641	-	-	hypothetical protein
1799627..1800028	-	133	28868848	-	PSPTO_1642	-	COG2832S	hypothetical protein
